,Prediction,Actual,Correct?,Open,Close,Diff,Profit/M
2016-01-21,Down,Down,True,16466.85938,16017.259769999999,-0.02730330050343832,54081.60100687664
2016-01-22,Up,Up,True,16336.71973,16958.5293,0.03806208224642149,75599.16449284299
2016-01-23,Up,Up,True,,,,
2016-01-24,Up,Up,True,,,,
2016-01-25,Up,Same,False,17145.81055,17110.91016,-0.002035505402221971,-4596.010804443942
2016-01-26,Same,Down,False,16833.13086,16708.90039,-0.0073801166897126125,-0.0
2016-01-27,Up,Up,True,16949.18945,17163.91992,0.012669070142466321,24813.14028493264
2016-01-28,Same,Same,True,17059.83984,17041.44922,-0.0010780066033727609,-0.0
2016-01-29,Up,Up,True,17155.06055,17518.30078,0.021173940420746717,41822.88084149343
2016-01-30,Same,Up,False,,,,
2016-01-31,Same,Up,False,,,,
2016-02-01,Same,Up,False,17699.59961,17865.23047,0.009357887390086361,0.0
2016-02-02,Same,Same,True,17716.51953,17750.67969,0.0019281529841206346,0.0
2016-02-03,Down,Down,True,17497.41016,17191.25,-0.017497455749188373,34469.91149837674
2016-02-04,Down,Same,False,17071.10938,17044.99023,-0.0015300206576265296,2535.041315253059
2016-02-05,Down,Same,False,16790.5293,16819.58984,0.00173076973815256,-3986.53947630512
2016-02-06,Down,Same,False,,,,
2016-02-07,Down,Same,False,,,,
2016-02-08,Down,Up,False,16620.91016,17004.30078,0.02306676447374545,-46658.5289474909
2016-02-09,Down,Down,True,16666.78906,16085.44043,-0.03488066165037307,69236.32330074614
2016-02-10,Down,Down,True,16127.86035,15713.38965,-0.025699050649331867,50873.101298663736
2016-02-11,Down,Down,True,,,,
2016-02-12,Down,Down,True,15426.269530000001,14952.61035,-0.030704713092096547,60884.42618419309
2016-02-13,Down,Down,True,,,,
2016-02-14,Down,Down,True,,,,
2016-02-15,Down,Up,False,15248.37988,16022.580080000002,0.050772620179502015,-102070.24035900403
2016-02-16,Same,Up,False,15849.46973,16054.42969,0.012931660395681943,0.0
2016-02-17,Same,Down,False,16035.34961,15836.36035,-0.012409412007824527,-0.0
2016-02-18,Same,Up,False,16138.080080000002,16196.799809999999,0.00363858214291346,0.0
2016-02-19,Down,Down,True,16050.40039,15967.169919999998,-0.005185569704034165,9846.139408068331
2016-02-20,Same,Down,False,,,,
2016-02-21,Same,Down,False,,,,
2016-02-22,Same,Up,False,15851.38965,16111.049809999999,0.01638090828206984,0.0
2016-02-23,Down,Down,True,16230.37988,16052.049809999999,-0.010987424282025038,21449.848564050077
2016-02-24,Down,Up,False,15851.12988,15915.79004,0.004079214572683787,-8683.429145367574
2016-02-25,Up,Up,True,15983.46973,16140.33984,0.009814521668318532,19104.043336637063
2016-02-26,Up,Down,False,16311.519530000001,16188.41016,-0.0075473881984802205,-15619.77639696044
2016-02-27,Down,Down,True,,,,
2016-02-28,Down,Down,True,,,,
2016-02-29,Down,Down,True,16313.30957,16026.759769999999,-0.01756539951445313,34605.79902890626
2016-03-01,Same,Up,False,16013.0,16085.509769999999,0.00452818147754952,0.0
2016-03-02,Up,Up,True,16391.48047,16746.55078,0.021661881649425174,42798.76329885035
2016-03-03,Same,Up,False,16695.7793,16960.16016,0.015835191352822964,0.0
2016-03-04,Up,Up,True,16927.35938,17014.7793,0.005164415668003519,9803.831336007039
2016-03-05,Same,Up,False,,,,
2016-03-06,Same,Up,False,,,,
2016-03-07,Same,Down,False,17024.64063,16911.32031,-0.0066562532779878,-0.0
2016-03-08,Down,Down,True,16889.48047,16783.15039,-0.006295639477417292,12066.278954834585
2016-03-09,Same,Same,True,16625.58984,16642.19922,0.0009990250066218564,0.0
2016-03-10,Up,Same,False,16811.0,16852.34961,0.0024596758075070557,4394.351615014111
2016-03-11,Down,Up,False,16610.17969,16938.86914,0.019788434329695015,-40101.86865939003
2016-03-12,Down,Up,False,,,,
2016-03-13,Down,Up,False,,,,
2016-03-14,Down,Up,False,17155.51953,17233.75,0.004560075832340527,-9645.151664681052
2016-03-15,Same,Down,False,17219.89063,17117.07031,-0.005971020502352764,-0.0
2016-03-16,Down,Same,False,16981.35938,16974.44922,-0.00040692619744808756,288.85239489617516
2016-03-17,Down,Down,True,17107.59961,16936.38086,-0.010008344472822284,19491.688945644568
2016-03-18,Down,Down,True,16883.75,16724.81055,-0.009413752868882908,18302.505737765816
2016-03-19,Same,Down,False,,,,
2016-03-20,Same,Down,False,,,,
2016-03-21,Same,Down,False,,,,
2016-03-22,Same,Up,False,16937.31055,17048.55078,0.006567762318085535,0.0
2016-03-23,Same,Down,False,17066.26953,17000.98047,-0.0038256198805036723,-0.0
2016-03-24,Up,Down,False,16979.39063,16892.33008,-0.005127424882149678,-10779.849764299357
2016-03-25,Up,Up,True,16949.5293,17002.75,0.003139951502960203,5754.903005920406
2016-03-26,Up,Up,True,,,,
2016-03-27,Up,Up,True,,,,
2016-03-28,Up,Same,False,17129.26953,17134.36914,0.00029771322069893635,70.42644139787274
2016-03-29,Down,Up,False,16985.2793,17103.5293,0.006961910835343144,-14448.821670686288
2016-03-30,Up,Down,False,17078.0293,16878.96094,-0.011656401128202654,-23837.802256405306
2016-03-31,Up,Down,False,16997.14063,16758.66992,-0.014030048652953986,-28585.097305907973
2016-04-01,Down,Down,True,16719.56055,16164.16016,-0.03321859975560182,65912.19951120364
2016-04-02,Down,Down,True,,,,
2016-04-03,Down,Down,True,,,,
2016-04-04,Down,Same,False,16087.759769999999,16123.269530000001,0.002207253247666019,-4939.506495332038
2016-04-05,Down,Down,True,16044.230469999999,15732.82031,-0.019409479350367298,38293.9587007346
2016-04-06,Down,Same,False,15727.7002,15715.36035,-0.0007845934143632105,1044.186828726421
2016-04-07,Down,Same,False,15739.259769999999,15749.83984,0.0006722088684354421,-1869.4177368708843
2016-04-08,Down,Up,False,15597.04004,15821.519530000001,0.014392441734092154,-29309.883468184307
2016-04-09,Same,Up,False,,,,
2016-04-10,Same,Up,False,,,,
2016-04-11,Same,Same,True,15761.57031,15751.12988,-0.0006623978318565094,-0.0
2016-04-12,Up,Up,True,15719.240230000001,15928.79004,0.013330784881070423,26136.569762140847
2016-04-13,Same,Up,False,16142.70996,16381.21973,0.014775076216509087,0.0
2016-04-14,Same,Up,False,16629.83008,16911.05078,0.01691061776621594,0.0
2016-04-15,Same,Up,False,16720.39063,16848.0293,0.007633713399672892,0.0
2016-04-16,Same,Up,False,,,,
2016-04-17,Same,Up,False,,,,
2016-04-18,Same,Down,False,16521.25,16275.9502,-0.014847532723008317,-0.0
2016-04-19,Up,Up,True,16582.66016,16874.43945,0.017595445313642655,34665.89062728531
2016-04-20,Up,Down,False,17053.83008,16906.53906,-0.008636829340333163,-17798.658680666325
2016-04-21,Up,Up,True,17187.26953,17363.61914,0.010260478529890094,19995.957059780187
2016-04-22,Same,Up,False,17220.4707,17572.49023,0.020441922647329136,0.0
2016-04-23,Up,Up,True,,,,
2016-04-24,Up,Up,True,,,,
2016-04-25,Up,Down,False,17613.56055,17439.30078,-0.00989350049385651,-20312.00098771302
2016-04-26,Down,Same,False,17358.56055,17353.2793,-0.00030424469729428694,83.48939458857387
2016-04-27,Same,Down,False,17369.67969,17290.49023,-0.004559062769913469,-0.0
2016-04-28,Down,Down,True,17438.99023,16666.05078,-0.044322488848598796,88119.9776971976
2016-04-29,Down,Down,True,,,,
2016-04-30,Up,Down,False,,,,
2016-05-01,Up,Down,False,,,,
2016-05-02,Down,Down,True,16357.09961,16147.37988,-0.012821327435811769,25117.654871623537
2016-05-03,Down,Down,True,,,,
2016-05-04,Down,Down,True,,,,
2016-05-05,Down,Down,True,,,,
2016-05-06,Down,Down,True,16212.669919999998,16106.71973,-0.006535024183111138,12545.048366222276
2016-05-07,Down,Down,True,,,,
2016-05-08,Down,Down,True,,,,
2016-05-09,Down,Same,False,16226.58984,16216.03027,-0.0006507571895341124,776.5143790682248
2016-05-10,Up,Up,True,16307.5,16565.18945,0.015801897899739403,31078.795799478805
2016-05-11,Up,Down,False,16736.7207,16579.00977,-0.009423048446999593,-19371.096893999187
2016-05-12,Down,Up,False,16459.68945,16646.33984,0.011339848820780762,-23204.697641561525
2016-05-13,Down,Down,True,16804.16992,16412.21094,-0.023325102154168165,46125.20430833633
2016-05-14,Up,Down,False,,,,
2016-05-15,Up,Down,False,,,,
2016-05-16,Up,Up,True,16391.91992,16466.40039,0.004543730713882033,8562.461427764065
2016-05-17,Up,Same,False,16618.94922,16652.80078,0.0020369254127849956,3548.8508255699912
2016-05-18,Up,Same,False,16611.40039,16644.68945,0.0020039887799010447,3482.9775598020897
2016-05-19,Same,Down,False,16807.46094,16646.66016,-0.009567226160693498,-0.0
2016-05-20,Up,Up,True,16594.99023,16736.34961,0.008518196036322756,16511.39207264551
2016-05-21,Down,Up,False,,,,
2016-05-22,Down,Up,False,,,,
2016-05-23,Down,Same,False,16671.2793,16654.59961,-0.001000504502374766,1476.009004749532
2016-05-24,Down,Down,True,16605.03906,16498.75977,-0.0064004239686502595,12275.84793730052
2016-05-25,Up,Same,False,16764.34961,16757.34961,-0.0004175527332014317,-1360.1054664028634
2016-05-26,Same,Down,False,16927.68945,16772.46094,-0.00917009438639016,-0.0
2016-05-27,Same,Same,True,16830.5,16834.83984,0.0002578556786785313,0.0
2016-05-28,Up,Same,False,,,,
2016-05-29,Up,Same,False,,,,
2016-05-30,Up,Up,True,16973.7207,17068.01953,0.0055555780412952505,10586.156082590502
2016-05-31,Same,Up,False,17029.46094,17234.98047,0.012068469502593437,0.0
2016-06-01,Down,Down,True,17097.2207,16955.73047,-0.008275627511786343,16026.255023572685
2016-06-02,Down,Down,True,16817.25977,16562.55078,-0.01514568921949877,29766.37843899754
2016-06-03,Down,Same,False,16599.50977,16642.23047,0.0025736121483062036,-5672.224296612407
2016-06-04,Down,Same,False,,,,
2016-06-05,Down,Same,False,,,,
2016-06-06,Down,Up,False,16373.32031,16580.0293,0.012624744772979923,-25774.48954595985
2016-06-07,Same,Same,True,16651.05078,16675.44922,0.00146527929812712,0.0
2016-06-08,Same,Up,False,16722.49023,16830.91992,0.006484063587938627,0.0
2016-06-09,Down,Down,True,16742.0293,16668.41016,-0.004397265031664932,8269.530063329865
2016-06-10,Down,Same,False,16637.50977,16601.35938,-0.002172824569286469,3820.6491385729378
2016-06-11,Down,Same,False,,,,
2016-06-12,Down,Same,False,,,,
2016-06-13,Down,Down,True,16319.11035,16019.17969,-0.01837910606444304,36233.21212888608
2016-06-14,Down,Down,True,16001.19043,15859.0,-0.008886240722028593,17247.481444057186
2016-06-15,Up,Up,True,15799.07031,15919.580080000002,0.007627649452495167,14730.298904990334
2016-06-16,Down,Down,True,15871.21973,15434.13965,-0.02753916128914946,54553.322578298925
2016-06-17,Down,Same,False,15631.79004,15599.66016,-0.0020554191118089538,3585.8382236179077
2016-06-18,Up,Same,False,,,,
2016-06-19,Up,Same,False,,,,
2016-06-20,Up,Up,True,15839.05957,15965.299809999999,0.00797018531574345,15415.3706314869
2016-06-21,Same,Up,False,15875.80957,16169.11035,0.01847469753947184,0.0
2016-06-22,Same,Same,True,16095.80957,16065.71973,-0.0018694207252601958,-0.0
2016-06-23,Up,Up,True,16098.61035,16238.34961,0.00868020636327782,16835.41272655564
2016-06-24,Down,Down,True,16333.87012,14952.019530000001,-0.08460031700068382,168675.63400136764
2016-06-25,Down,Down,True,,,,
2016-06-26,Down,Down,True,,,,
2016-06-27,Down,Up,False,15153.080080000002,15309.20996,0.010303507879303675,-21132.01575860735
2016-06-28,Down,Up,False,15094.70996,15323.13965,0.01513309567426746,-30791.19134853492
2016-06-29,Up,Same,False,15523.34961,15566.830080000002,0.0028009721543598154,5076.9443087196305
2016-06-30,Up,Down,False,15752.70996,15575.919919999998,-0.01122283343303565,-22970.6668660713
2016-07-01,Same,Same,True,15698.019530000001,15682.480469999999,-0.0009898739118209265,-0.0
2016-07-02,Same,Same,True,,,,
2016-07-03,Same,Same,True,,,,
2016-07-04,Same,Up,False,15554.04004,15775.799809999999,0.014257374253229704,0.0
2016-07-05,Down,Same,False,15682.16016,15669.330080000002,-0.0008181321877277492,1111.2643754554983
2016-07-06,Down,Down,True,15434.45996,15378.990230000001,-0.003593888619605412,6662.7772392108245
2016-07-07,Down,Down,True,15346.80957,15276.240230000001,-0.004598306877929059,8671.613755858118
2016-07-08,Down,Down,True,15326.83984,15106.980469999999,-0.014344729395958877,28164.458791917754
2016-07-09,Up,Down,False,,,,
2016-07-10,Up,Down,False,,,,
2016-07-11,Up,Up,True,15375.94043,15708.82031,0.02164939969138513,42773.79938277026
2016-07-12,Up,Up,True,15961.299809999999,16095.65039,0.008417270623275241,16309.541246550481
2016-07-13,Up,Down,False,16343.0,16231.42969,-0.006826794958086024,-14178.589916172048
2016-07-14,Up,Up,True,16242.2002,16385.89063,0.008846734323592509,17168.46864718502
2016-07-15,Down,Up,False,16396.11914,16497.84961,0.00620454566909201,-12934.09133818402
2016-07-16,Up,Up,True,,,,
2016-07-17,Up,Up,True,,,,
2016-07-18,Up,Up,True,,,,
2016-07-19,Same,Up,False,16612.08984,16723.31055,0.006695166657008533,0.0
2016-07-20,Same,Same,True,16646.91992,16681.89063,0.002100731556832214,0.0
2016-07-21,Same,Same,True,16855.17969,16810.2207,-0.0026673693681635857,-0.0
2016-07-22,Down,Same,False,16612.90039,16627.25,0.000863763079482327,-2252.5261589646543
2016-07-23,Same,Same,True,,,,
2016-07-24,Same,Same,True,,,,
2016-07-25,Same,Same,True,16655.81055,16620.28906,-0.0021326785564331763,-0.0
2016-07-26,Down,Down,True,16535.81055,16383.04004,-0.009238767554699545,17952.53510939909
2016-07-27,Up,Up,True,16526.0,16664.82031,0.008400115575456724,16275.231150913449
2016-07-28,Down,Down,True,16596.15039,16476.83984,-0.0071890497010613785,13853.099402122756
2016-07-29,Down,Up,False,16359.67969,16569.26953,0.012811365746244752,-26147.731492489504
2016-07-30,Down,Up,False,,,,
2016-07-31,Down,Up,False,,,,
